classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
crayfish,23,"['american lobster', 'oil filter', 'centipede', 'rock crab', 'spiny lobster']","[0.12, 0.08, 0.06, 0.06, 0.06]",1.1500493356615291,0.2,0.256,0.2,0.001,0.228,124,169
hermit crab,14,"['snail', 'oil filter', 'crayfish', 'mushroom', 'spotted salamander']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.5999999999999999,0.536,0.6,0.001,0.568,125,126
isopod,20,"['oil filter', 'centipede', 'chameleon', 'coral fungus', 'loggerhead sea turtle']","[0.12, 0.1, 0.04, 0.04, 0.02]",0.3752617725750073,0.38,0.679,0.38,0.001,0.53,126,127
white stork,6,"['crane bird', 'oystercatcher', 'kite bird of prey', 'black stork', 'flamingo']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8400000000000001,0.778,0.84,0.001,0.809,127,238
black stork,15,"['oystercatcher', 'white stork', 'vulture', 'oil filter', 'common gallinule']","[0.16, 0.1399999999999999, 0.08, 0.08, 0.06]",0.3752617725750078,0.26,0.812,0.26,0.0,0.536,128,19
spoonbill,6,"['oil filter', 'pelican', 'flamingo', 'great egret', 'crane bird']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.72,0.973,0.72,0.001,0.846,129,121
flamingo,1,['spoonbill'],[0.02],0.0,0.98,0.86,0.98,0.001,0.92,130,462
little blue heron,7,"['oil filter', 'pelican', 'crane bird', 'magpie', 'bald eagle']","[0.1, 0.08, 0.04, 0.02, 0.02]",0.3804646084815738,0.7000000000000001,0.833,0.7,0.001,0.766,131,112
great egret,4,"['oil filter', 'little blue heron', 'sulphur crested cockatoo', 'pelican']","[0.06, 0.04, 0.02, 0.02]",0.4933822002181591,0.86,0.811,0.86,0.001,0.836,132,277
bittern bird,10,"['oil filter', 'hook', 'ruffed grouse', 'dowitcher', 'brambling']","[0.2, 0.06, 0.04, 0.04, 0.02]",1.3608927294433224,0.5400000000000001,0.844,0.54,0.001,0.692,133,63
crane bird,12,"['oil filter', 'great egret', 'white stork', 'little blue heron', 'goose']","[0.1999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.3210869678752706,0.42,0.488,0.42,0.001,0.454,134,269
limpkin,7,"['oil filter', 'vulture', 'crane bird', 'hornbill', 'flamingo']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.7800000000000001,1.0,0.78,0.001,0.89,135,47
common gallinule,6,"['black swan', 'oil filter', 'indigo bunting', 'bee eater', 'hornbill']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8400000000000001,0.7,0.84,0.001,0.77,136,144
american coot,4,"['oil filter', 'duck', 'common gallinule', 'ostrich']","[0.2799999999999999, 0.06, 0.04, 0.02]",1.0921480567722237,0.6,0.968,0.6,0.001,0.784,137,136
bustard,13,"['crane bird', 'ostrich', 'vulture', 'prairie grouse', 'hornbill']","[0.1399999999999999, 0.06, 0.06, 0.04, 0.04]",1.286470061706137,0.4600000000000001,1.0,0.46,0.0,0.73,138,25
ruddy turnstone,5,"['oil filter', 'partridge', 'dunlin', 'oystercatcher', 'airplane wing']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.768,0.86,0.001,0.814,139,82
dunlin,9,"['ruddy turnstone', 'common redshank', 'oil filter', 'hook', 'airplane wing']","[0.1, 0.1, 0.08, 0.04, 0.04]",-0.2115471544831132,0.5599999999999999,0.737,0.56,0.001,0.649,140,143
common redshank,9,"['oil filter', 'red breasted merganser', 'bittern bird', 'ruddy turnstone', 'dunlin']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.7600000000000001,0.585,0.76,0.001,0.672,141,89
dowitcher,4,"['common redshank', 'oil filter', 'dunlin', 'saharan horned viper']","[0.36, 0.1399999999999999, 0.1199999999999999, 0.0199999999999999]",0.6781471177772034,0.36,0.818,0.36,0.0,0.589,142,154
oystercatcher,4,"['ruddy turnstone', 'dunlin', 'oil filter', 'airplane wing']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.708,0.92,0.001,0.814,143,230
pelican,4,"['oil filter', 'vulture', 'white stork', 'airplane wing']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.1547005383792512,0.8799999999999999,0.698,0.88,0.001,0.789,144,426
king penguin,3,"['magpie', 'komodo dragon', 'oil filter']","[0.02, 0.02, 0.02]",0.0,0.94,0.959,0.94,0.001,0.95,145,299
albatross,9,"['oil filter', 'goose', 'pelican', 'hay', 'loggerhead sea turtle']","[0.1, 0.04, 0.04, 0.04, 0.02]",1.1731251294063554,0.68,0.81,0.68,0.001,0.745,146,181
grey whale,9,"['oil filter', 'sea lion', 'loggerhead sea turtle', 'triceratops', 'albatross']","[0.2, 0.1, 0.02, 0.02, 0.02]",0.9442193396379156,0.5599999999999999,0.8,0.56,0.001,0.68,147,80
killer whale,6,"['oil filter', 'dugong', 'stingray', 'kite bird of prey', 'albatross']","[0.22, 0.04, 0.02, 0.02, 0.02]",1.4647502140275708,0.66,0.917,0.66,0.001,0.788,148,308
dugong,5,"['oil filter', 'great white shark', 'stingray', 'sea lion', 'polar bear']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.8199999999999998,0.672,0.82,0.001,0.746,149,72
sea lion,11,"['oil filter', 'dugong', 'stingray', 'tailed frog', 'water snake']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.7,0.5,0.7,0.001,0.6,150,1014
chihuahua,20,"['mexican hairless dog xoloitzcuintli', 'german shepherd dog', 'golden retriever', 'miniature pinscher', 'pomeranian']","[0.48, 0.1, 0.04, 0.04, 0.04]",1.4348664338752102,0.0,0.0,0.0,0.0,0.0,151,0
japanese chin,7,"['border collie', 'king charles spaniel', 'shih tzu', 'papillon', 'bernese mountain dog']","[0.24, 0.1399999999999999, 0.12, 0.1, 0.02]",0.2393920659597104,0.34,0.773,0.34,0.0,0.556,152,57
maltese,12,"['lhasa apso', 'shih tzu', 'yorkshire terrier', 'tibetan terrier', 'dandie dinmont terrier']","[0.24, 0.22, 0.08, 0.06, 0.04]",0.3573648417815545,0.16,0.615,0.16,0.0,0.388,153,98
pekingese,17,"['shih tzu', 'pomeranian', 'golden retriever', 'cocker spaniel', 'mexican hairless dog xoloitzcuintli']","[0.12, 0.1, 0.08, 0.04, 0.04]",0.0351562500000006,0.36,0.72,0.36,0.001,0.54,154,52
shih tzu,10,"['lhasa apso', 'tibetan terrier', 'yorkshire terrier', 'border collie', 'labrador retriever']","[0.26, 0.1399999999999999, 0.04, 0.04, 0.02]",0.8725911372233293,0.4,0.128,0.4,0.003,0.264,155,1387
king charles spaniel,4,"['cocker spaniel', 'welsh springer spaniel', 'collie', 'st  bernard']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.9,0.523,0.9,0.002,0.712,156,169
papillon,7,"['border collie', 'japanese chin', 'king charles spaniel', 'cocker spaniel', 'shih tzu']","[0.22, 0.06, 0.06, 0.04, 0.02]",1.3364000021776077,0.5599999999999999,0.7,0.56,0.001,0.63,157,92
toy terrier,12,"['dobermann', 'miniature pinscher', 'basenji', 'boston terrier', 'mexican hairless dog xoloitzcuintli']","[0.16, 0.1399999999999999, 0.12, 0.1, 0.1]",0.3631734744194331,0.18,0.5,0.18,0.0,0.34,158,77
rhodesian ridgeback,12,"['boxer', 'vizsla', 'german shorthaired pointer', 'golden retriever', 'labrador retriever']","[0.2999999999999999, 0.2599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.4328358368723765,0.1599999999999999,0.444,0.16,0.0,0.302,159,50
afghan hound,23,"['cocker spaniel', 'newfoundland dog', 'oil filter', 'shih tzu', 'yorkshire terrier']","[0.1599999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.5451388888888885,0.1399999999999999,0.538,0.14,0.0,0.339,160,38
basset hound,11,"['english foxhound', 'beagle', 'german shorthaired pointer', 'treeing walker coonhound', 'golden retriever']","[0.12, 0.1, 0.1, 0.02, 0.02]",-0.3169627324056572,0.52,0.473,0.52,0.001,0.496,161,177
beagle,10,"['english foxhound', 'treeing walker coonhound', 'golden retriever', 'basset hound', 'oil filter']","[0.2799999999999999, 0.08, 0.06, 0.04, 0.04]",1.4041361559098111,0.4000000000000001,0.294,0.4,0.001,0.347,162,171
bloodhound,20,"['basset hound', 'boxer', 'beagle', 'vizsla', 'golden retriever']","[0.16, 0.16, 0.08, 0.08, 0.04]",0.1111111111111111,0.12,0.667,0.12,0.0,0.394,163,33
bluetick coonhound,20,"['rottweiler', 'german shorthaired pointer', 'border collie', 'dobermann', 'english foxhound']","[0.18, 0.16, 0.1, 0.06, 0.04]",0.1088026982416488,0.1399999999999999,0.875,0.14,0.0,0.508,164,28
black and tan coonhound,12,"['dobermann', 'rottweiler', 'rhodesian ridgeback', 'flat coated retriever', 'entlebucher sennenhund']","[0.2799999999999999, 0.26, 0.04, 0.04, 0.04]",0.4178480670727529,0.2,0.588,0.2,0.0,0.394,165,44
treeing walker coonhound,9,"['english foxhound', 'beagle', 'german shorthaired pointer', 'basset hound', 'golden retriever']","[0.4599999999999999, 0.2, 0.1, 0.08, 0.04]",1.098061123588124,0.02,0.091,0.02,0.0,0.056,166,35
english foxhound,13,"['beagle', 'german shorthaired pointer', 'golden retriever', 'basset hound', 'basenji']","[0.18, 0.12, 0.06, 0.04, 0.04]",0.7001217104245259,0.4,0.282,0.4,0.001,0.341,167,89
redbone coonhound,15,"['vizsla', 'german shorthaired pointer', 'golden retriever', 'basset hound', 'boxer']","[0.2, 0.12, 0.1, 0.08, 0.08]",1.1210847078122883,0.16,0.727,0.16,0.0,0.444,168,36
borzoi,12,"['border collie', 'collie', 'golden retriever', 'husky', 'newfoundland dog']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.5599999999999999,0.609,0.56,0.001,0.584,169,337
irish wolfhound,26,"['scottish deerhound', 'llama', 'borzoi', 'affenpinscher', 'newfoundland dog']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.22,0.5,0.22,0.0,0.36,170,69
italian greyhound,14,"['german shorthaired pointer', 'great dane', 'whippet', 'boxer', 'oil filter']","[0.16, 0.16, 0.12, 0.08, 0.08]",-6.136635327546054e-16,0.1,0.556,0.1,0.0,0.328,171,53
whippet,15,"['boxer', 'great dane', 'basenji', 'oil filter', 'border collie']","[0.1399999999999999, 0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",1.1731251294063552,0.2999999999999999,0.484,0.3,0.001,0.392,172,116
ibizan hound,23,"['basenji', 'boxer', 'great dane', 'oil filter', 'shetland sheepdog']","[0.26, 0.1, 0.08, 0.08, 0.04]",1.2502156015096946,0.04,0.333,0.04,0.0,0.186,173,31
norwegian elkhound,13,"['german shepherd dog', 'husky', 'siamese cat', 'pug', 'keeshond']","[0.36, 0.16, 0.06, 0.04, 0.04]",1.0851340426075389,0.16,0.421,0.16,0.0,0.29,174,58
otterhound,22,"['tibetan terrier', 'norfolk terrier', 'australian silky terrier', 'cocker spaniel', 'yorkshire terrier']","[0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",-3.942830555530462e-15,0.1199999999999999,0.286,0.12,0.0,0.203,175,103
saluki,22,"['labrador retriever', 'great dane', 'whippet', 'golden retriever', 'oil filter']","[0.1, 0.1, 0.08, 0.08, 0.08]",0.4082482904638629,0.02,0.333,0.02,0.0,0.177,176,42
scottish deerhound,20,"['irish wolfhound', 'newfoundland dog', 'ostrich', 'cocker spaniel', 'yorkshire terrier']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.2799999999999999,0.359,0.28,0.001,0.32,177,44
weimaraner,8,"['german shorthaired pointer', 'labrador retriever', 'vizsla', 'great dane', 'oil filter']","[0.2399999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",1.209900441472048,0.42,0.677,0.42,0.001,0.548,178,93
staffordshire bull terrier,17,"['labrador retriever', 'boxer', 'boston terrier', 'great dane', 'german shorthaired pointer']","[0.26, 0.12, 0.1, 0.08, 0.06]",1.2099004414720478,0.06,0.6,0.06,0.0,0.33,179,75
american staffordshire terrier,15,"['boxer', 'labrador retriever', 'german shorthaired pointer', 'great dane', 'boston terrier']","[0.2999999999999999, 0.18, 0.1399999999999999, 0.08, 0.06]",0.6771761887686069,0.02,0.143,0.02,0.0,0.081,180,56
bedlington terrier,19,"['oil filter', 'soft coated wheaten terrier', 'standard poodle', 'toy poodle', 'polar bear']","[0.16, 0.1399999999999999, 0.12, 0.08, 0.08]",0.0351562500000002,0.06,0.25,0.06,0.0,0.155,181,12
border terrier,20,"['oil filter', 'golden retriever', 'yorkshire terrier', 'german shepherd dog', 'shih tzu']","[0.1199999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.7500308204401287,0.2599999999999999,0.464,0.26,0.001,0.362,182,49
kerry blue terrier,19,"['standard poodle', 'bouvier des flandres dog', 'newfoundland dog', 'irish water spaniel', 'affenpinscher']","[0.18, 0.16, 0.12, 0.1, 0.08]",0.1579875514375959,0.08,0.5,0.08,0.0,0.29,183,33
irish terrier,22,"['yorkshire terrier', 'oil filter', 'brown bear', 'norfolk terrier', 'golden retriever']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.06]",0.3804646084815724,0.18,0.429,0.18,0.0,0.304,184,57
norfolk terrier,23,"['yorkshire terrier', 'australian terrier', 'cocker spaniel', 'otterhound', 'lhasa apso']","[0.26, 0.12, 0.08, 0.06, 0.04]",1.1108039135397505,0.08,0.103,0.08,0.001,0.092,185,75
norwich terrier,12,"['yorkshire terrier', 'australian terrier', 'norfolk terrier', 'australian silky terrier', 'brown bear']","[0.32, 0.2999999999999999, 0.08, 0.06, 0.06]",0.4056048363079889,0.02,0.5,0.02,0.0,0.26,186,60
yorkshire terrier,14,"['australian silky terrier', 'australian terrier', 'oil filter', 'cairn terrier', 'tibetan terrier']","[0.2, 0.1, 0.06, 0.04, 0.04]",1.0701908064798324,0.36,0.089,0.36,0.004,0.224,187,542
wire fox terrier,16,"['soft coated wheaten terrier', 'yorkshire terrier', 'lakeland terrier', 'cocker spaniel', 'toy poodle']","[0.24, 0.12, 0.04, 0.04, 0.04]",1.0269996056981547,0.2799999999999999,0.667,0.28,0.0,0.474,188,90
lakeland terrier,20,"['yorkshire terrier', 'airedale terrier', 'soft coated wheaten terrier', 'oil filter', 'irish terrier']","[0.22, 0.1399999999999999, 0.08, 0.08, 0.04]",0.6826736025239163,0.06,0.429,0.06,0.0,0.244,189,115
sealyham terrier,20,"['soft coated wheaten terrier', 'west highland white terrier', 'shih tzu', 'great pyrenees dog', 'oil filter']","[0.1199999999999999, 0.1199999999999999, 0.0999999999999999, 0.0999999999999999, 0.0999999999999999]",0.4082482904638611,0.0599999999999999,0.333,0.06,0.0,0.196,190,43
airedale terrier,17,"['irish terrier', 'yorkshire terrier', 'german shepherd dog', 'soft coated wheaten terrier', 'otterhound']","[0.08, 0.06, 0.06, 0.04, 0.02]",-0.2715454178836395,0.5000000000000001,0.581,0.5,0.001,0.54,191,179
cairn terrier,20,"['yorkshire terrier', 'australian terrier', 'west highland white terrier', 'shih tzu', 'australian silky terrier']","[0.24, 0.16, 0.08, 0.04, 0.04]",0.6122692078855394,0.1399999999999999,0.333,0.14,0.0,0.237,192,96
australian terrier,13,"['yorkshire terrier', 'australian silky terrier', 'norfolk terrier', 'cocker spaniel', 'shih tzu']","[0.26, 0.1, 0.08, 0.06, 0.04]",1.262708722228948,0.26,0.21,0.26,0.001,0.235,193,124
dandie dinmont terrier,13,"['yorkshire terrier', 'shih tzu', 'tibetan terrier', 'norfolk terrier', 'standard schnauzer']","[0.26, 0.2, 0.08, 0.04, 0.04]",0.4650557721372947,0.16,0.381,0.16,0.0,0.27,194,32
boston terrier,5,"['french bulldog', 'american staffordshire terrier', 'boxer', 'giant panda', 'oil filter']","[0.2399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000002,0.6799999999999999,0.442,0.68,0.002,0.561,195,766
miniature schnauzer,17,"['standard schnauzer', 'yorkshire terrier', 'tibetan terrier', 'border collie', 'affenpinscher']","[0.2599999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2547677671108377,0.2599999999999999,0.542,0.26,0.0,0.401,196,119
giant schnauzer,22,"['scottish terrier', 'schipperke', 'bouvier des flandres dog', 'german shorthaired pointer', 'newfoundland dog']","[0.18, 0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999]",0.912870929175278,0.0999999999999999,0.357,0.1,0.0,0.228,197,40
standard schnauzer,17,"['miniature schnauzer', 'yorkshire terrier', 'cairn terrier', 'husky', 'oil filter']","[0.1599999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.2864700617061369,0.2599999999999999,0.406,0.26,0.001,0.333,198,116
scottish terrier,13,"['newfoundland dog', 'west highland white terrier', 'shih tzu', 'kerry blue terrier', 'yorkshire terrier']","[0.1399999999999999, 0.12, 0.04, 0.02, 0.02]",0.3955562317756363,0.5,0.5,0.5,0.001,0.5,199,92
tibetan terrier,15,"['shih tzu', 'lhasa apso', 'cocker spaniel', 'yorkshire terrier', 'newfoundland dog']","[0.2199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.2832119003429123,0.2399999999999999,0.19,0.24,0.001,0.215,200,181
australian silky terrier,12,"['yorkshire terrier', 'australian terrier', 'shih tzu', 'tibetan terrier', 'oil filter']","[0.26, 0.1399999999999999, 0.1, 0.06, 0.06]",0.9704949588309464,0.22,0.234,0.22,0.001,0.227,201,119
soft coated wheaten terrier,16,"['yorkshire terrier', 'cocker spaniel', 'norfolk terrier', 'border terrier', 'golden retriever']","[0.16, 0.16, 0.12, 0.08, 0.06]",-0.1527442975595478,0.1,0.088,0.1,0.001,0.094,202,122
west highland white terrier,12,"['yorkshire terrier', 'oil filter', 'shih tzu', 'cairn terrier', 'soft coated wheaten terrier']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.6999999999999998,0.556,0.7,0.001,0.628,203,201
lhasa apso,10,"['shih tzu', 'tibetan terrier', 'yorkshire terrier', 'golden retriever', 'oil filter']","[0.3600000000000001, 0.1, 0.06, 0.04, 0.04]",1.3856965239951262,0.3,0.25,0.3,0.001,0.275,204,218
flat coated retriever,9,"['newfoundland dog', 'labrador retriever', 'schipperke', 'german shorthaired pointer', 'border collie']","[0.2799999999999999, 0.18, 0.08, 0.06, 0.06]",0.7658388593844329,0.26,0.289,0.26,0.001,0.274,205,64
curly coated retriever,14,"['flat coated retriever', 'newfoundland dog', 'standard poodle', 'german shorthaired pointer', 'cocker spaniel']","[0.18, 0.18, 0.12, 0.06, 0.06]",0.0,0.1399999999999999,0.438,0.14,0.0,0.289,206,46
golden retriever,11,"['labrador retriever', 'newfoundland dog', 'borzoi', 'yorkshire terrier', 'border collie']","[0.06, 0.06, 0.02, 0.02, 0.02]",0.4082482904638627,0.7,0.189,0.7,0.004,0.444,207,3188
labrador retriever,8,"['flat coated retriever', 'golden retriever', 'german shorthaired pointer', 'king penguin', 'rhodesian ridgeback']","[0.06, 0.06, 0.06, 0.02, 0.02]",-0.4082482904638634,0.7200000000000001,0.255,0.72,0.003,0.488,208,1221
chesapeake bay retriever,18,"['labrador retriever', 'german shorthaired pointer', 'vizsla', 'oil filter', 'boxer']","[0.26, 0.12, 0.12, 0.1, 0.06]",1.09041313861763,0.08,0.571,0.08,0.0,0.325,209,28
german shorthaired pointer,9,"['great dane', 'basset hound', 'vizsla', 'tennis ball', 'boston terrier']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3714193236627636e-15,0.72,0.186,0.72,0.004,0.453,210,979
vizsla,12,"['german shorthaired pointer', 'boxer', 'golden retriever', 'redbone coonhound', 'oil filter']","[0.2, 0.1, 0.08, 0.04, 0.04]",0.9620295363245662,0.4,0.294,0.4,0.001,0.347,211,111
english setter,18,"['cocker spaniel', 'border collie', 'golden retriever', 'german shorthaired pointer', 'great dane']","[0.26, 0.18, 0.06, 0.06, 0.06]",0.6817327184847205,0.02,0.333,0.02,0.0,0.177,212,42
irish setter,13,"['cocker spaniel', 'oil filter', 'golden retriever', 'vizsla', 'sussex spaniel']","[0.32, 0.06, 0.04, 0.04, 0.04]",1.4819761556523594,0.34,0.405,0.34,0.001,0.373,213,78
gordon setter,15,"['rottweiler', 'cocker spaniel', 'newfoundland dog', 'flat coated retriever', 'black and tan coonhound']","[0.3199999999999999, 0.2199999999999999, 0.0999999999999999, 0.0399999999999999, 0.0199999999999999]",0.4814990675976545,0.0999999999999999,1.0,0.1,0.0,0.55,214,36
brittany dog,19,"['welsh springer spaniel', 'cocker spaniel', 'king charles spaniel', 'english foxhound', 'german shorthaired pointer']","[0.3199999999999999, 0.18, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.9127950986808352,0.0,0.0,0.0,0.0,0.0,215,0
clumber spaniel,13,"['cocker spaniel', 'golden retriever', 'welsh springer spaniel', 'border collie', 'king charles spaniel']","[0.4399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.474271252875501,0.1199999999999999,0.6,0.12,0.0,0.36,216,13
english springer spaniel,11,"['border collie', 'welsh springer spaniel', 'cocker spaniel', 'king charles spaniel', 'bernese mountain dog']","[0.26, 0.16, 0.12, 0.04, 0.04]",0.4927443136628488,0.26,0.65,0.26,0.0,0.455,217,61
welsh springer spaniel,10,"['king charles spaniel', 'cocker spaniel', 'border collie', 'basset hound', 'german shorthaired pointer']","[0.2799999999999999, 0.16, 0.06, 0.04, 0.04]",0.8478776557734874,0.32,0.302,0.32,0.001,0.311,218,70
cocker spaniel,11,"['golden retriever', 'irish setter', 'clumber spaniel', 'shih tzu', 'king charles spaniel']","[0.1399999999999999, 0.12, 0.04, 0.02, 0.02]",0.3955562317756363,0.54,0.11,0.54,0.005,0.325,219,1810
sussex spaniel,13,"['cocker spaniel', 'newfoundland dog', 'irish setter', 'oil filter', 'yorkshire terrier']","[0.44, 0.1399999999999999, 0.08, 0.04, 0.02]",1.2502374265694969,0.12,0.4,0.12,0.0,0.26,220,72
irish water spaniel,11,"['standard poodle', 'brown bear', 'curly coated retriever', 'cocker spaniel', 'newfoundland dog']","[0.26, 0.08, 0.06, 0.06, 0.06]",1.464750214027571,0.36,0.514,0.36,0.001,0.437,221,80
kuvasz,13,"['great pyrenees dog', 'labrador retriever', 'polar bear', 'golden retriever', 'oil filter']","[0.18, 0.12, 0.1, 0.08, 0.06]",0.6927284074925387,0.26,0.481,0.26,0.001,0.37,222,63
